# Mojito CPU-language parity manifest
# schema-version	2
# reference-version	Mojo 1.1.0.dev2026080805
# reference-build	nightly-2026-08-08
# reference-date	2026-08-08
# manual-version	1.0.0b2
# manual-root	https://mojolang.org/docs/manual/
# inventory-date	2026-07-26
# nightly-release	https://mojolang.org/releases/nightly/
# nightly-audit	docs/mojo-nightly.md
# coverage	complete at manual-section and practical feature-family granularity
#
# status: implemented, partial, excluded, stretch
# scope: first-pass, excluded, post-native
# relation: match, subset, divergence, representation, excluded, stretch
# evidence: semicolon-separated case:, test:, docs:, or manual: references
id	area	status	scope	relation	mojo_behavior	mojito_behavior	evidence	notes
functions.variadics-heterogeneous	functions	partial	first-pass	subset	Type packs permit heterogeneous variadic arguments with per-element types and compile-time iteration. Packs may be interleaved with Origin parameters; one positional unpack may follow fixed positional arguments, while required suffix parameters are named and a second unpack or positional argument after it is rejected.	Generic `*args: *ArgTypes` declarations infer statically evident expression types, check every element against every pack bound at the instantiation site with an indexed diagnostic, expose concrete per-index types to compile-time iteration, and execute through an explicit checked runtime-pack ABI backed by private `Ty::Tuple`/`Value::Tuple` storage. Pre-check value/type binding identities make pack spreading and expansion lexical across blocks, loops, comprehensions, nested declarations, sibling methods, and empty packs. Nested templates use scope-qualified identities, specialize at their declaration, lift recursively at arbitrary depth, and retain captures plus their exact call ABI. Source-layout specialization lets type/value packs appear before or after semantic-only Origins without shifting retained arguments. A whole forwarded collector follows the fixed positional prefix and moves through a regular private pack slot before keyword/default tail binding, preserving linear elements without projected moves; mixed overflow and multiple spreads reject.	case:heterogeneous-variadics;case:heterogeneous-pack-bound-rejection;case:pack-shadow-block;case:pack-shadow-nested;case:pack-scope-restore;case:empty-runtime-pack;case:type-pack-shadow;case:nested-heterogeneous-packs;case:nested-pack-forwarding;case:linear-pack-forwarding;case:mixed-pack-spread;case:multiple-pack-spreads;case:pack-origin-specialization;case:complete-call-model;test:tests/comptime_test.rs;test:tests/checker_test.rs;test:tests/evaluator_test.rs;docs:docs/features.md;manual:functions	Pack inference remains syntactic for expressions not already carrying checked types; bound queries reuse the checker's declaration-only conformance oracle.
functions.return-owned	functions	implemented	first-pass	match	Ordinary returns transfer an owned value and may apply implicit conversion.	Typed owned returns, literal coercion, recursion, and path checking run.	case:owned-return-and-bindings;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:functions	Return checking is intentionally conservative.
functions.return-ref	functions	partial	first-pass	subset	Reference returns carry origins tying the result to caller-owned storage.	Origin-checked reference returns, unions, projections, aggregate storage, and escape rejection run across ordinary frames and synchronous try regions. Direct, recursively lifted indirect, top-level and stateless nested origin-specialized function-value, method, nominal callable-receiver, constructor, and every method-dispatched nominal subscript call ABI retain positional and keyword caller places and preserve mutations on raising paths. A subscript reference result is retained in a hidden loan-bearing slot when used as a chained receiver/place. Function types preserve `ref` parameter conventions and result origins.	case:reference-return;case:direct-reference-return-try;case:structured-reference-calls;case:origin-specialized-function-value;case:nested-origin-specialized-function-value;case:nominal-reference-callable;case:subscript-call-contracts;test:tests/corpus_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;test:tests/comptime_test.rs;manual:lifetimes	Implemented checked-MIR call ABIs have no known execution split; standard-library reference API breadth remains incomplete.
functions.named-results	functions	implemented	first-pass	match	Named `out` results support caller-transparent direct construction of nonmovable values.	A single named result is excluded from caller argument binding, checked for initialization, and returned directly; constructor `out self` also runs.	case:named-result;test:tests/checker_test.rs;test:tests/evaluator_test.rs;docs:docs/features.md;manual:functions	Definite initialization is conservative pending lifecycle-flow completion.
functions.overloading	functions	implemented	first-pass	match	Overload selection minimizes implicit conversions, applies contextual default types to otherwise-unconstrained literals, then prefers nonvariadic candidates, shorter signatures, and applicable specialization tie-breaks. Declarations differing only by an `imm` versus `mut` parameter convention are redeclarations, not overloads.	Functions, methods, constructors, and nominal get/set subscripts rank after contextual generic-target substitution; unconstrained integer and floating literals prefer `Int` and `Float64`, while genuinely equivalent conversion paths remain ambiguous. Parameter conventions do not distinguish otherwise identical overload signatures, so an `imm`/`mut`-only pair rejects.	case:overload-ordering;case:overload-by-type;case:imm-mut-only-overloads;case:implicit-conversion;case:subscript-call-contracts;test:tests/overload_rejection_test.rs;docs:docs/features.md;manual:functions	No known first-pass divergence.
functions.static-methods	functions	implemented	first-pass	match	Struct methods may be declared static and called without a receiver.	User-defined static methods check, overload, lower, and execute through the shared default/keyword call ABI without synthesizing a receiver.	case:static-methods;test:tests/checker_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:functions	Shared call binding applies equally to static methods.
functions.callable-values	functions	partial	first-pass	subset	Functions have signature types; callable-value parameters may have defaults, anonymous callable contracts may declare their own `def[...]` binders, and compile-time control may specialize while retaining a callable as a residual argument. Nominal callable structs conform to an exact `def(...)` contract, generic parameters may be bounded by monomorphic or generic-anonymous contracts, and `capturing[origins]` constrains a compile-time callable value's environment origin set.	Checked callable types distinguish default, thin, inferred/parametric capturing, and concrete capturing environments. Dependent `F: def(...)` bounds retain conventions, effects, reference origins, and directional conformance through verified abstract dispatch; generic contracts compare alpha-equivalent binders, bounds, and shapes while contract defaults govern invocation. Callable-value parameters are reified into hidden typed frame locals. Omitted values use symbolic selected-function, earlier-parameter, or conditional plans evaluated in declaration order. Specialization bakes inspected scalar/type/pack values but retains callable and Origin arguments on the residual signature and call site, so captured callbacks never enter `CtValue`; their concrete read/write accesses still reach MIR loan analysis, including through generic nominal subscripts. Explicit Origin arguments participate in overloaded direct calls, mixed type/origin/pack specialization, named-origin inference, and contextual overloaded function-value selection. Nominal callables retain the exact signature-qualified `__call__` target.	case:thin-function-value;case:overloaded-callable-values;case:non-escaping-closures;case:origin-specialized-function-value;case:nested-origin-specialized-function-value;case:nominal-reference-callable;case:callable-effect-order;case:generic-callable-bounds;case:parametric-capture-origins;case:explicit-origin-callable-selection;case:callable-parameter-defaults;case:generic-anonymous-callables;case:callable-comptime-specialization;case:pack-origin-specialization;case:subscript-call-contracts;test:tests/param_callable_value_test.rs;test:tests/checker_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;test:tests/mir_test.rs;docs:docs/features.md;manual:functions	The focused higher-order forms match the pinned nightly; the broad row stays partial pending full callable-library surface audit. `CtValue` remains closure-free and arbitrary callable CTFE is not claimed. The former acceptance extensions are closed: `def(...)`-typed field/element storage is rejected (current Mojo treats a bare `def(...)` type position as a trait), a capturing closure no longer binds to an unqualified `def(...)` value contract, and captured nested-Origin specializations reject at value materialization. The bare `objs[0](args)` element-call spelling is a subset gap: Mojito parses it as compile-time parameter application and rejects with a parenthesization hint where current Mojo dispatches the element call. Probed against the audited build (2026-08-15): a bare `def(...)` local annotation names trait-typed storage upstream and now rejects in Mojito too; `def(...) thin` annotates a stored callable on both sides. Recorded divergence to burn down: Mojito keeps `capturing[...]`-annotated closure-storing locals, whereas the head stores closures in UN-annotated locals and rejects the annotated conversion — closing it means inferring a closure's own type for an un-annotated local binding and proving the binding does not escape (closure escape analysis), after which the annotated spelling can be gated like the bare form. Contextual specialization of an ordinary generic function into a stored callable value rejects on both sides, and the `deinit` argument convention is only valid on struct method arguments (free defs, nested defs, and lambdas take ownership with `var`). Bare `def(...)` PARAMETER annotations remain a Mojito extension to burn down: upstream reads them as trait-typed parameters and rejects passing function values into them.
variables.declaration	bindings	implemented	first-pass	match	`var` supports explicit or inferred types and later assignment preserves type.	Typed, inferred, and var-less introductions check and run with stable binding identity.	case:owned-return-and-bindings;test:tests/checker_test.rs;test:tests/evaluator_test.rs;manual:variables	
variables.late-initialization	bindings	implemented	first-pass	match	Typed variables may be declared uninitialized and must be definitely initialized before use.	Typed late declarations run; path joins require initialization on every reaching branch, and reads before complete initialization reject.	case:late-initialization;test:tests/checker_test.rs;test:tests/corpus_test.rs;docs:roadmap.md;manual:variables	No known first-pass divergence.
variables.implicit-scope	bindings	implemented	first-pass	match	Implicitly declared variables have function scope while explicit `var` bindings have block scope.	Nested var-less introductions receive stable function-owned identities and remain visible after their block; reachable-path joins reject reads unless every reaching path initialized the binding.	case:implicit-function-scope;case:late-initialization;test:tests/checker_test.rs;test:tests/evaluator_test.rs;manual:variables	Loop analysis conservatively retains the zero-iteration path.
variables.scope-shadowing	bindings	implemented	first-pass	match	Bindings use lexical scope and may shadow in nested scopes.	Lexical scopes, same-scope redeclaration errors, stable IDs under shadowing, and distinct typed slots for heterogeneous same-spelled declarations cloned into sibling compile-time scopes run.	case:lexical-shadowing;test:tests/checker_test.rs;test:tests/comptime_test.rs;test:tests/evaluator_test.rs;manual:variables	Opaque structured writes resolve the same checked owner identity as their read half.
types.scalars	types	partial	first-pass	subset	Standard scalar structs include sized integers, floating types, Bool, and SIMD width-one aliases; Int aliases Scalar[DType.int].	Core Int/Scalar[DType.int] identity, UInt, Bool, Float64, sized numeric aliases, wrapping, and conversions run; explicit construction converts runtime scalars (integers wrap to any integer width and convert to float lanes, floats adjust precision, Intable values construct integer scalars through __int__) while implicit contexts stay literal-exact, and Scalar[DType.x](arg) lowers as ordinary width-1 construction.	test:tests/checker_test.rs;test:tests/evaluator_test.rs;manual:types	Float sources still spell integer truncation explicitly (Int(x) first); bool dtype crossings and the wider/low-precision upstream dtypes remain excluded.
types.numeric-literals	types	implemented	first-pass	match	IntLiteral and FloatLiteral retain arbitrary precision through literal-only compile-time evaluation, then contextually materialize to fixed-width scalars; integer materialization wraps and floating materialization rounds to the target IEEE width.	BigInt-backed integers and exact-rational finite floats survive lexing, checking, CTFE, and MIR constants. Checked MaterializeLiteral instructions perform wrapping integer or directly rounded float conversion once at runtime boundaries.	case:arbitrary-precision-literals;test:tests/comptime_test.rs;test:tests/evaluator_test.rs;test:tests/mir_test.rs;docs:docs/architecture.md;manual:types	A compiler resource quota bounds exponent and shift work without imposing a numeric precision width.
types.strings	types	partial	first-pass	subset	String and string-slice APIs provide Unicode-aware storage, formatting, and protocol integration.	VM strings support literals, concatenation, equality, membership, length, and pragmatic conversion.	test:tests/evaluator_test.rs;test:tests/corpus_test.rs;docs:grammar.md;manual:types	The type-level StringLiteral/String split is complete: String annotations resolve to the nominal struct, literals convert through the @implicit literal constructor, String(x)/input()/repr/.format produce nominal values, un-annotated var bindings materialize the nominal String, and the struct carries the migrated literal operations (+, +=, in) plus byte/codepoint/grapheme keyword indexing, strict `byte=`/`codepoint=` keyword slices returning borrowed `StringSpan` views (bounds violations and non-boundary byte endpoints abort; positional String slicing rejects with a keyword-slice hint), comparison/hashing/formatting, and byte-offset result APIs (find/rfind/startswith/endswith, split -> eager owned List[String] raising on an empty separator). `StringSpan` adds the keyword indexing trio, byte/codepoint/grapheme keyword slices as sub-views, and Writable formatting; `StringSlice` stays accepted as a compatibility alias and is never emitted (upstream ships both spellings). `s[byte=a:b]` keyword slicing is differentially pinned (case:string-keyword-slice), positional slicing rejects on both compilers for nominal String and StringLiteral values (case:string-positional-slice, case:string-literal-slice), and slice-bounds aborts carry the audited head's interpolated messages. Ordinary String/StringSpan/StringLiteral iteration yields borrowed grapheme-cluster StringSpan views. Recorded divergence to burn down: Mojito still accepts byte-length `len(String/StringSpan)` where the head rejects `len` on strings outright (byte/codepoint/grapheme ambiguity) — case:len-string-units. Further result APIs (replace/join/strip/...) remain demand-first library growth.
types.string-literal-families	types	partial	first-pass	representation	String literals include raw, multiline, adjacent, and lazy interpolated TString forms.	Raw, multiline, same-line/indented adjacent, and adjacent t-string forms run with Writable-checked interpolation producing the self-hosted lazy TString (typed value snapshots captured at creation; formatting deferred to write_to).	case:literal-families;case:string-interpolation;test:tests/lexer_test.rs;test:tests/parser_test.rs;test:tests/mir_test.rs;manual:types	Mojito captures value snapshots where real Mojo's TString holds immutable borrows (Mojo's exclusivity rejects mutating a captured value before use; Mojito prints the snapshot); StringLiteral materialization remains in Complete MIR-Schema-Prerequisite CPU Semantics.
types.tuples	types	partial	first-pass	subset	Heterogeneous tuples support displays, typed construction, compile-time indexing, unpacking, packs, comparison, and `consume_elements` for transferring non-ImplicitlyCopyable elements through a parameterized closure.	Public tuples are concrete specializations of the nominal self-hosted `Tuple[*Ts]` struct. Bare displays/destructuring, inferred and typed construction, current `__getitem_param__` compile-time value reads and explicit reference bindings, length, membership, structural equality/order, concat, reverse, coercion, value semantics, `Tuple[*Ts](*args^)` pack round-tripping, and dependent-handler `consume_elements` run. Lifecycle conformance is element-conditional: a consuming transform implicitly copies an `ImplicitlyCopyable` named tuple, while move-only elements require an explicit receiver/argument transfer. A non-implicitly-copyable indexed element is rejected because it does not designate independently movable public storage.	case:tuple-values;case:noncopyable-tuple-element-transfer;case:tuple-consume-elements;case:tuple-move-transforms;case:current-parameter-indexing;case:subscript-call-contracts;test:tests/parser_test.rs;test:tests/checker_test.rs;test:tests/vm_test.rs;test:tests/comptime_test.rs;test:tests/drops_test.rs;test:tests/ownership_test.rs;manual:types	`Ty::Tuple`/`Value::Tuple` and `MakeTuple` are private heterogeneous pack storage behind `__RuntimeTuple`, not the public tuple representation. Runtime heterogeneous indexing and pack spreading into arbitrary fixed-arity calls are rejected by current Mojo and are not parity targets.
types.collections	types	partial	first-pass	subset	Standard List, Dict, Set, Optional, and related generic collections are available.	The implicit prelude supplies nominal self-hosted `List`, `Dict`, `Set`, and `Tuple` values plus the `range` overloads, which return current Mojo's private range family (`_ZeroStartingRange`/`_SequentialRange`/`_StridedRange[dtype: DType = DType.int]`, each its own borrowed typed-raising iterator over `Scalar[dtype]` elements; the two-argument form never counts down and a zero step canonicalizes to the empty range at construction); scalar arguments infer the dtype through checker-selected specialization; bundled HashDict, HashSet, and StringDict proof subsets also run; Optional carries current Mojo's owning surface (AnyType element, init_with= placement construction, conditional lifecycle conformances, deinit_with/deinit_assert_empty, map/and_then, borrowed and Movable & Deinitable owned iteration). Supported indexing, sizing, and containment use checked nominal methods rather than native VM collection representations. A reference-returning index may serve directly as a chained receiver/place with its owner loans retained; indexing Mojito's reference-valued List extension peels the element-slot handle before augmented write-through or chained receiver dispatch. Borrowed List/Set/Dict/range-family iteration and owned List iteration use selected nominal methods; public Tuple is not a runtime iterable. Concrete List/Set/Dict-place borrowed iteration retains an explicit interior-origin owner loan through the ordinary protocol; List and Set support `for ref` element write-through, including over temporaries. HashSet deletion and bucket-replacing `add` are conditionally available for `Deinitable` elements. Fixed-size `Array[T, length]` is bundled with conditional `Copyable`/`Movable`/`Deinitable`/`Equatable`/`Iterable`/`IterableOwned`/`Writable` conformances over `UnsafePointer` storage: keyword `fill`/`copy:`/`deinit move:` construction, by-reference `__getitem__` (no `__setitem__`, matching upstream Array), `__len__`/`__eq__`/`__ne__`/`__contains__`, and borrowed plus owned iteration; it is neither `ImplicitlyCopyable` nor `Defaultable`. Array's `Hashable`, `unsafe_ptr`, `__getitem_param__`, and `uninitialized:` construction are not yet provided; the §6 owning family (`deinit_with` on List/Array/Dict/Set/StringDict/Tuple, `clear_with` on Dict/Set, displacement-returning `insert` on Dict/Set/StringDict) runs, with handler signatures and drain order pending probe confirmation. Range-family subset gaps: non-Int `Indexer` `range` arguments, `reversed()`/`__reversed__`/`bounds()`/`__has_next__`, float strided ranges (no `fma`), `x in range(...)` containment and `print(range(...))` formatting (upstream's structs omit them too), `Indexer`-generic `__getitem__` (Int subscripts only, unchecked like upstream's debug assert), `comptime for` over scalar ranges, and bare default application of the `dtype` parameter.	case:list-values;case:protocolized-collections;case:reference-valued-aggregate;case:borrowed-iteration-mutation;case:subscript-call-contracts;case:insert-displacement;case:set-owned-iteration;case:optional-owning-surface;test:tests/self_host_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:types	The proof library is not API-compatible with Mojo's full standard library. Direct reference-valued fields are a Mojito extension; current Mojo stores provenance through Pointer. An ordinary value read through a returned reference or a consuming projected Copyable field performs value copying. The owned iterator trait uses current Mojo's monomorphic `IteratorOwnedType`; the borrowed `Iterable` trait uses current Mojo's origin-parameterized `IteratorType[...]` member with `__iter__(ref self)`; every bundled borrowed iterator (List/Set and the Dict/HashDict/StringDict key iterators) borrows its source and yields element references at the interior granularity its declared `_get_owned_interior` yielded origin proves; mapping mutation during iteration is lazily rejected while `d[key]` reads refresh only the sibling `value` generation, and `keys`/`values`/`items` views remain eager snapshots by design. The owning family matches the audited head (2026-08-15): `deinit_with`/`clear_with` take `var`-convention runtime funargs and drain front-to-back, `Dict.insert`/`StringDict.insert` move the displaced ENTRY out (`Optional[DictEntry]`, no `Deinitable` bound — case:insert-displacement), `Set.insert` returns the displaced element (consuming a displaced DictEntry's linear `value` field afterward is a recorded VM gap in interior field consumption), Set declares owned iteration (case:set-owned-iteration), and `Optional` is prelude-visible with the `init_with=` placement constructor and no `is_some` (case:optional-owning-surface). Recorded divergence to burn down: `Set` stays prelude-visible in Mojito while the head requires an explicit import for the NAME (set displays work without it on both sides — Mojito's display lowering resolves the constructor through the prelude binding, so unbinding the name awaits identity plumbing).
types.collection-displays	types	implemented	first-pass	match	List, set, and dictionary displays plus comprehensions construct inferred collection types.	Homogeneous list/set/dictionary displays and nested/filtering CPU comprehensions check contextual inference, hashing, ownership, and source-order evaluation. An uncontextualized list display materializes as fixed-size `Array[T, len]` through one nominal variadic literal-constructor call; an expected type with a list-literal constructor (notably `List[T]`) still controls contextual materialization, including assignment targets. Comprehensions still produce `List`; set/dictionary displays lower to nominal constructors and ordinary `add`/`__setitem__` method calls.	case:collection-comprehensions;case:protocolized-collections;test:tests/parser_test.rs;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:types	There are no native collection values or collection-construction MIR opcodes; `Ty::ComptimeList`/`Value::ComptimeList` remain a CTFE-only bridge.
types.slices	types	partial	first-pass	subset	Slice syntax selects `ContiguousSlice` or `StridedSlice`, preserves optional start/end/step bounds, and supports mixed or variadic get/set protocols; standard collections define result/view semantics.	Contiguous List and Span slices are strict (negative, out-of-range, or reversed bounds abort through the uncatchable `os.abort` trap); strided List slicing keeps `StridedSlice.indices()` normalization and the copied result, and user-defined descriptors keep their own semantics. Checked descriptor overloads and mixed/variadic `__getitem__`/`__setitem__` execute with the complete selected-call contract, including effects, conventions, caller places, captures, generic values, and reference origins. Descriptor-family widening is allowed, but a synthesized slice literal does not invoke an arbitrary user `@implicit` constructor. `Span(list)` is a borrowed contiguous view (multi-element origin-bearing pointer plus length) whose contiguous sub-slices are strict sub-views; a keyword slice (`x[name=a:b]`) binds a keyword-only slice-descriptor parameter.	case:slice-completion;case:slice-implicit-conversion-rejected;case:subscript-call-contracts;case:subscript-mutable-aliasing;test:tests/parser_test.rs;test:tests/checker_test.rs;test:tests/mir_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:types	A widened `Slice`-typed descriptor value still dispatches to List's normalizing overload (recorded residue). Strict-bounds aborts carry the audited head's interpolated messages (start/end out of bounds with the valid range; reversed bounds). Span borrowed iteration landed (`_SpanIter`, reference yields with write-through — case:span-iteration-write-through), and a List converts implicitly to a Span parameter with the temporary's origin refined to the source (upstream verified via `Span[Int, _]`); a bare list literal does not convert (it types as fixed-size Array). Recorded divergence to burn down: Mojito's Span is single-parameter (`Span[Int]`) while the head requires the origin slot (`Span[Int, _]` or an explicit origin) and ships parameterized `ImmSpan`/`MutSpan`/`ImmStringSpan`/`MutStringSpan`/`ImmStringSlice`/`MutStringSlice` aliases — case:span-parameter-bare-element pins the acceptance divergence. StringLiteral positional slicing was removed to match the head (case:string-literal-slice).
types.variant	types	partial	first-pass	subset	`std.utils.Variant` stores one of a compile-time list of types and exposes membership queries, tag tests, reference projection, mutation, consuming extraction, replacement, and conditional protocols.	Explicit type packs, imported construction, `is_type_supported[T]()`, `isa[T]()`, typed projection, `set[T](value)`/`set[T](init_with=factory)` (all alternatives `Deinitable`), linear-capable consuming `deinit_with(handler)`,, checked/unsafe `unwrap[T]()`, checked/unsafe `replace[Tin, Tout](value)`, and element-wise lifecycle/Hashable/Writable/Equatable gating run through checked/MIR operations.	case:variant-completion;case:variant-owning-ops;test:tests/compiler_test.rs;test:tests/ownership_test.rs;manual:types;docs:roadmap.md	The VM gives unsafe operations deterministic unchecked-tag behavior rather than host undefined behavior. The owning surface matches the audited head (2026-08-15, case:variant-owning-ops): `set(init_with=…)` infers its alternative from the factory result (an explicit type parameter rejects, matching upstream's infer-only declaration), and `deinit_with` takes a monomorphic `var`-convention handler for exactly one alternative with a runtime tag-mismatch abort (`Variant.deinit_with: wrong variant type`); generic handlers reject like upstream. Representation writing, and the fully generic TypeList-driven library surface remain in Grow The CPU Standard Library. Pattern matching is not yet a published current-Mojo Variant feature.
operators.arithmetic	operators	partial	first-pass	subset	Operator syntax dispatches through dunder methods and standard numeric protocols.	Arithmetic, comparison, boolean, membership, unary, power, floor division, bitwise, shift, and matrix-multiply syntax runs for builtins or checked user protocols. Builtin augmented assignment and primitive/operator-family nominal subscript read-modify-write run with current evaluation order; a user-defined variable, projected field, or nominal-subscript element dispatches its dedicated in-place dunder.	case:integer-arithmetic;case:operator-completion;case:augmented-subscript-contract;case:augmented-reference-getter;case:current-inplace-dunders;case:inplace-subscript-dunders;test:tests/evaluator_test.rs;test:tests/vm_test.rs;manual:operators	User-defined in-place dunder selection (`__iadd__`, …) runs for variable, projected-field, and nominal-subscript augmented-assignment targets, covering both the value-getter and mutable-reference-getter subscript paths.
operators.chaining	operators	implemented	first-pass	match	Comparisons chain and short-circuit while evaluating operands in order.	Chained comparisons and boolean short-circuiting run.	case:chained-comparisons;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:operators	
control.conditionals	control	implemented	first-pass	match	`if`/`elif`/`else` and conditional expressions branch on Boolable conditions.	Statements and ternary expressions lower through HIR/MIR and run.	case:conditional-expressions;test:tests/hir_test.rs;test:tests/vm_test.rs;manual:control-flow	Builtin Boolable coverage is narrower than the full stdlib.
control.loops	control	partial	first-pass	subset	`while` and concrete protocol-driven `for` loops support break, continue, immutable value bindings, and consuming owned iteration.	While, borrowed nominal range-family (Int and inferred-dtype scalar)/list/set/dict/user iteration, break/continue, and consuming iteration for List or a user type with `__iter__(var self)` execute through checker-selected iterator methods; the transferred source is moved once and residual elements are destroyed on early exit when permitted.	case:while-loop;case:control-break-continue;case:owned-iteration;case:protocolized-collections;test:tests/checker_test.rs;test:tests/hir_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;manual:control-flow	Typed-raising iterators terminate when `__next__` raises `StopIteration`; `__len__`/nonraising `__next__` remains a compatibility path. Method-free iteration is limited to the CTFE `ComptimeList` and compiler-private heterogeneous runtime-pack carriers, not public Tuple values. Owned iteration matches current Mojo's `Movable & Deinitable` element bounds; a linear-element List rejects at iterator selection with the bound named (the former `_finish(deinit self)` linear-element extension is removed). Linear variadic-pack forwarding remains, guarded by the exhaustion rules (abandoning control flow rejects with the element's explicit-destroy obligation named).
